Quality	#1 ID	#2 ID	#1 String	#2 String
1			Finally, I would like to mention some political conclusions that you know well, but that I would like to recall.	Finally, I would like to mention some political conclusions which, moreover, are well known to you, but which I would like to recall.
0			For these reasons, we will vote in favor of the report.	For these reasons, we are going to vote in favour of the report.
1			Ms. Lynne, you are absolutely right and I will check if all that has not been done.	Mrs Lynne, you are absolutely right and I will check if all this has not been done.
1			We can be proud of the control of agreements and mergers.	We can be proud of the control of agreements and mergers.
1			The market favors immediate and short-term gains.	The market favors short-term and immediate gains.
1			Commissioner Monti, thank you for the excellent collaboration that has been established between us. I want you to know how important your function is at the beginning of the new millennium.	Commissioner Monti, thank you for the excellent collaboration that has been established between us and I want you to know how important your function is at the beginning of the new millennium.
1			Increased competition and business creation should have a positive impact on well-being, including training, medical care and social services.	Increased competition and business creation are expected to have a positive impact on well - being - including training, medical care and social services.
1			For our part, we remain firmly opposed to the single currency which, far from bringing us advantages and the flexibility of a common currency, locks us into artificial chains and imposes it on the peoples of Europe.	We, for our part, remain firmly opposed to the single currency, which, far from bringing us advantages and the flexibility of a common currency, locks us into an artificial shackles, and imposed on the peoples of Europe.
0			We hope that the Commission can reassure us that this was an oversight that is now being treated constructively.	We hope that the Commission can reassure us that this was an oversight which is now being dealt with constructively.
1			Competition policy and consumer policy must go hand in hand.	Competition policy and consumer policy must go hand in hand.
0			This type of sectoral analysis is rather the practice and competence of the Directorate-General for Fisheries under the responsibility of Commissioner Fischler.	This type of sectoral analysis pertains rather to the practice and competence of the Directorate General for Fisheries, under Commissioner Fischler.
1			But I would like to emphasize here that this starting point shows us the challenges we face: keeping the population in rural areas, in the face of the changes that occur in all types of economic activities due to the growing population loss. agricultural sector to the different sources of income of rural society. 	But I would like to emphasize here that this point of departure shows us the challenges we face: keeping the population in rural areas, in the face of the changes that are taking place in all types of economic activities because of the growing weight loss of the population. agricultural sector to the different sources of income of rural society.
1			Public monopolies must be replaced by competitive structures.	Public monopolies must be replaced by competitive structures.
0			In the future, we will also need to develop indicators so that measures can be targeted at the right time in the right place.	In the future, we must also develop indicators so that measures can be targeted at the right time at the right place.
1			Then we will do as usual: we will hear a speaker for and a speaker against.	Then, we will do as usual: we will hear a speaker for and a speaker against.
1			On behalf of all the officials of the Commission and of my predecessor, Mrs Wulf-Mathies, I would like to say that we have been very sensitive to this assessment of your Assembly and of yourself.	On behalf of all the officials of the Commission and of my predecessor, Mrs Wulf-Mathies, I wish to say that we have been very sensitive to this assessment by your Assembly and yourself.
0			In the Committee on Economic and Monetary Affairs, the Jonckheer report has provoked considerable controversy over the functioning of the market.	Within the Committee on Economic and Monetary Affairs, the Jonckheer report has given rise to bitter controversy on the subject of the operation of the market.
0			This is one of the steps towards a policy of employment and sustainable development.	It is one of the steps towards a policy of employment and sustainable development.
0			Unless somebody thinks it is a simple nationalist point of view, in Factortame, in which the British government was the defendant, it took ten years for the European Court to pronounce .	Unless anybody thinks that this is merely a nationalistic point, in the Factortame case, in which the British Government was the defendant, it took ten years for the European Court to give a ruling.
1			We have been told how many people are wasted now and therefore a change could be beneficial.	We were told how much people are wasted now and that, therefore, change could be beneficial.
0			Please do not let this be another area in which we must subsequently deplore the lack of application.	Please let this not be yet another sector where we subsequently have to lament the lack of enforcement.
1			I think it is also interesting to add state aid and Community interventions that can be assimilated in a certain way to state aid.	I think it is also interesting to add state aid and Community interventions that can be assimilated in a certain way to State aid.
1			The consequences are not long.	The consequences are not long in coming.
1			The decision taken today not to renew the embargo is extremely dangerous, given the situation in this region.	Today's decision not to renew the embargo is extremely dangerous, given the situation there.
0			This persuades us to vote in his favor.	This is what persuades us to vote in favour of it.
0			Mr President, I am particularly pleased to deliver my first speech to the European Parliament on what is considered to be the most important issue in this part of the United Kingdom that I represent in this Parliament, namely Wales.	Mr President, it is particularly pleasing for me to make my first speech in the European Parliament on what is regarded as the most important issue within that part of the United Kingdom that I represent in this Parliament, namely Wales.
0			What is the result?	What is the result?
0			The second point concerns the retrodisplacement of the police.	The second point relates to the retrodisplacement of law enforcement.
0			This is surely the ultimate goal.	Surely this must be the ultimate goal.
0			The second point I would like to make is that we would have preferred that if the guidelines had been added to the regulations as an annex, as we had requested, and to Mrs McCarthy, the drafters of the general regulation.	The second point I would like to make is that we would have preferred it if the guidelines had been added to the regulation in the form of an annex, as we and Mrs McCarthy, as rapporteurs for the general regulation, had asked.
0			Please get up, then, for the silence of this minute.	Please rise, then, for this minute' s silence.
0			Why are there no shooting instructions?	Why are there no fire instructions?
0			Our divergence stems from the fact that the Commission continues to misunderstand the nature of the general system and the co-responsibility of our arrangement, which gives our Basque tax rules the same nature, the same basis and the same purpose as the rules of the Member States of the Union, and that they apply in a general way to all taxpayers who, under provisions falling under a system of external law, are subject to these rules.     	Our discrepancy stems from the fact that the Commission continues to misunderstand the character of the general system and the co-responsibility of our arrangement which gives our Basque fiscal rules the same nature, foundation and aim as the rules of the Member States of the Union, and that they are applied in a general way to all tax-payers who, by virtue of points which fall under an external system of law, are subject to those rules.
0			We need competition if there is the least unemployment, for a functioning health system, for social justice, for high social standards and, of course, we also need - these are competition criteria economy-related - business management competition for the highest quality products, equal market access conditions for all businesses and environmentally friendly products.	We need competition if there is the least unemployment, for a smooth-running healthcare system, for social justice, for high social standards, and, of course, we also need - these are competition criteria to do with the economy - business management competition so as to achieve highest-quality products, equal market access conditions for all enterprises, and environmentally-friendly products.
1			That is why my group and I propose three essential amendments and additions to the text. It is not a question of removing anything from the proposal but of making it more relevant to those whom it intends to guide.   	That's why my group and I propose three key amendments and additions to the text. It is not a question of removing anything from the proposal but of making it more relevant for those whom it intends to guide.
0			These amendments deal with the social economy and the need to provide social risk capital and financial support for local projects aimed at developing employment opportunities and strengthening social cohesion.	These amendments deal with the social economy and the need to provide social risk capital and support financially local schemes to develop employment opportunities and strengthen social cohesion.
1			The Liberal group has tabled 80 amendments to the parliamentary committee that concern all state aid.	The Liberal group tabled 80 amendments in the parliamentary committee and they concern all state aid.
0			Mr President, the ban on monopolies is the key element to the proper functioning of the competition order in Europe.	Mr President, the monopolies' ban is the key element of functioning competition order in Europe.
0			Mr Cox, Mr Hänsch, does that suit you?	Mr Cox, Mr Hänsch, would this be acceptable to you?
1			But I want to say, ladies and gentlemen, that security is a priority objective of the Commission.	But I want to say, ladies and gentlemen, that security is a priority objective of the Commission.
0			I think the rapporteur is just playing with numbers.	I believe that the rapporteur is simply playing with figures.
0			We will proceed to the vote on the request of the PPE-DE Group that the oral question on the tax on capital be removed from the agenda.	We shall proceed to vote on the PPE-DE Group' s request that the oral question regarding the capital tax be withdrawn from the agenda.
0			As far as I am concerned - in view of my own concept of the construction of Europe and regional development policy in particular - it is a situation that I find unacceptable and I intend, as far as possible, with your support, to dedicate all the credits for which I am responsible for improving social, human and territorial cohesion , in particular to prevent what I once called in this House a two-speed Europe, a Europe rich neighborhoods but also a Europe of impoverished areas.     	As far as I am concerned - taking into account my own concept of the construction of Europe and regional development policy in particular - this is a situation which I find unacceptable and I have every intention, as far as possible, with your support, of dedicating all the appropriations for which I am responsible to this improved social, human and territorial cohesion, particularly in order to prevent what I once called in this House a two-speed Europe, a Europe of wealthy districts but, at the same time, a Europe of impoverished areas.
1			Otherwise, I can say that each person is a customer, that each domain has its customers and thus destroys areas of great social importance.	Otherwise, I can say that every person is a customer, that every domain has its clientele, and in this way destroy areas of great social importance.
0			In the coming years, in the face of the challenges of globalization and enlargement in the East, Europe will need detailed and appropriate guidance more than ever on how to plan and revitalize its economy.	Over the coming years, faced with the challenges of globalisation and eastward enlargement, Europe will, more than ever before, require appropriate detailed guidance on how to plan and revitalise its economy.
1			The rich regions were those where there were industrial jobs, whereas today they could very well become a burden and be poor. It therefore becomes necessary to invest in the new sectors of activity, so-called "electronic" production and the production of electronic services, because they are sectors of the future.   	The rich regions were those where there were industrial jobs, whereas today these regions may very well have become a burden and be poor. It therefore becomes necessary to make investments in the new sectors of activity, so - called "electronic" production and the production of electronic services, because they are sectors of the future.
1			All this must be particularly welcome in terms of subsidiarity.	All this must be particularly welcomed in terms of subsidiarity.
1			It must be remembered that the overall competitiveness of the European Union currently represents 81% of that of the United States and that this number will improve only if we improve that of the competitive units that represent the regions and this, both the Technological change, economic globalization and our problems, enlargement and the single currency also call for increased competition from the regions, but also from businesses and individuals.	It must be remembered that the global competitiveness of the European Union currently represents 81% of that of the United States and that this figure will improve only if we improve that of the competitive units that represent the regions and this, at a At a time when technological change, economic globalization and our problems, enlargement and the single currency also require a greater competitive effort from the regions, but also from businesses and individuals.
1			How is it that there are no instructions in case of fire?	How is it that there are no instructions in case of fire?
1			It becomes clear that the four countries benefiting from the Cohesion Fund, among others, are at the top of the list.	It then becomes clear that the four countries benefiting from the Cohesion Fund, among others, are at the top of the list.
1			In particular, I support an amendment proposed by my group in point 10, which should ensure the appropriate involvement of the private sector in the planning and implementation of projects.	I am particularly supportive of an amendment proposal put forward by my group in point 10, which should ensure the appropriate involvement of the private sector in project planning and implementation.
0			In the light of media reports, it is particularly important that Europe rapidly lose ground against the United States in the high-tech growth industries of the future.	It is particularly important in the light of reports in the media that Europe is rapidly losing ground to the US in the hi-tech growth industries of the future.
1			They can not accept that the European Union makes its decisions in a way, at least apparently, bureaucratically.	They can not accept that the European Union makes decisions in a way, at least apparently, bureaucratic.
1			Let's look at road accidents in recent years.     For example, in Belgium, the Netherlands and other countries in foggy weather, with trucks carrying dangerous goods, they should have remained on the side of the road under these conditions.	Let's look at road accidents in recent years. For example, in Belgium, the Netherlands and some other countries in foggy weather, with trucks carrying dangerous goods, whereas under these conditions they should have stayed on the side of the road.
1			Today, public opinion, the press, accuses us of being absent while we are going to finance a large part of the national efforts.	Today, public opinion, the press, accuses us of being absent subscribers while we are going to finance a large part of the national efforts.
0			This process will continue in line with the financial expenditure guidelines set by EU leaders at last year's Berlin Summit, which were supported by Parliament at the May plenary session.	This process will continue in accordance with the financial spending guidelines laid down by the EU leaders at their Berlin Summit last year, which were supported by Parliament at its last May plenary part-session.
0			The areas mentioned are still to be tightened and there is reason to continue to work resolutely to resolve the problems of lack of transparency and openness in the field of State aid.	There is still a need to tighten up in the areas mentioned, and there is therefore good reason for continuing to work resolutely towards solving the problems concerning the lack of transparency and openness in the area of state aid.
1			The second, on which many of you have insisted - Mr Puerta in particular - but others - and I do not rank them in order of priority between them - is that of reinforcing cohesion. and employment, including by strengthening human resources better than in the past. 	The second, on which many of you have insisted - Mr Puerta in particular, but still others - and I do not put them in an order of priority between them, is that of the reinforcement of the cohesion. social and employment, in particular by enhancing human resources better than in the past.
1			Commissioner, we will continue to relaunch it, because Article 158 (1) of the Treaty of Amsterdam contains a provision for an integrated policy for the islands.	Commissioner, we will continue to relaunch it, because in Article 158 (1) of the Treaty of Amsterdam there is a provision that provides for an integrated policy for the islands.
0			Indeed, we believe that they are particularly capable of creating jobs in the poorest and least developed regions. We would thus help to reverse the trends that are detrimental to the inequalities that exist in European society and to move towards a more just Europe.	This is because we think that they are particularly able to create employment in the poorest and least-developed regions and we would thus contribute to reversing the harmful trends towards inequality that exist in European society and to the move towards a fairer Europe.
0			The most remote regions, still affected by a catastrophic unemployment rate, provide an example.	The most remote regions, still hard hit by catastrophic unemployment rates, offer one example of this.
0			The individual licensing system had to be urgently reformed, as had been unanimously requested by specialized companies, academics and lawyers.	The system of individual approvals needed urgent reform, as was unanimously requested by specialised companies, academics and lawyers.
0			The Commission accepts all the contributions of the parliamentary committee and the rapporteur, Mr Koch, contained in the various amendments, in particular four.	The Commission accepts all of the contributions of the parliamentary committee and the rapporteur, Mr Koch, which are contained in the various amendments, specifically four.
1			I suggest that Mr. Evans re-read the rules.	I suggest that Mr. Evans re-read the rules.
1			Paragraph 6 of the Cunha report on multiannual guidance programs, which will be tabled in Parliament on Thursday, proposes to introduce penalties for countries that do not meet the annual reduction targets for their fleet.	Paragraph 6 of the Cunha report on multiannual guidance programs, which will be submitted to Parliament on Thursday, proposes to introduce sanctions applicable to countries that do not respect the annual reduction targets for their fleet.
1			Mr President, Commissioner, ladies and gentlemen, for the next few minutes, I will get right to the point.	Mr President, Commissioner, ladies and gentlemen, the second few minutes, I will get to the point.
1			I think it is a better formula than proceeding now with explanations of vote that would take us very far.	I think it is a better formula than to proceed now with explanations of vote that would take us very far.
1			Effective competition puts pressure on prices and raises the standard of living.	Effective competition puts pressure on prices and raises the standard of living.
0			Still on Wednesday's sitting, I have another proposal for the oral question on the tax on capital.	Still on the subject of Wednesday' s sitting, I have another proposal regarding the oral question on capital tax.
1			Mr President, ladies and gentlemen, Commissioner, thanks to the guidelines, Member States are offered a course of action to achieve the reform objectives in the context of programming.	Mr President, ladies and gentlemen, Commissioner, thanks to the guidelines, Member States are offered a line of action to achieve reform objectives in the context of programming.
0			So much for the quality.	So much for the quality.
1			The rapporteur also rightly notes that Parliament was not consulted in time on the guidelines.	The rapporteur also rightly notes that the Parliament was not consulted in good time on the guidelines.
1			Finally, Commissioner, we can not forget that there are still important economic sectors still in the public domain, ranging from public television, which is necessarily financed by taxpayers or postal services, to certain compulsory insurance, including insurance. - health insurance and social security, managed by inefficient public monopolies that offer no salvation to members except the well-to-do. 	Finally, Commissioner, we can not forget that there are still major economic sectors that still fall heavily in the public domain, ranging from public television financed compulsorily by taxpayers or postal services to certain compulsory insurance, including insurance. - health and social insurance, managed by inefficient public monopolies that offer no salvation to members, except the haves.
1			This will give them a temporary competitive advantage.	This will give them a temporary competitive advantage.
0			If the Commissioner is unable to do so today, would she be prepared to inform the Committee in writing of the state of play and the state of play of the negotiations between CEN and the Economic Commission? ?	If the Commissioner is unable to do so today then would she be prepared to inform the committee in writing of how matters stand and what stage negotiations between the CEN and the Economic Commission are at?
1			I will give you the latest examples of which we have been acquainted: Holzmann, a company which receives considerable aid from the German Government, sawmills located in former East Germany, and in particular aid to shipyards.	I will give you the latest examples of which we have been aware: Holzmann, a company which receives considerable help from the German Government, sawmills in the former East Germany, and especially the help given to the shipyards.
1			We can be proud of the existence of a culture of European competition to effectively impose the social market economy.	We can be proud of the existence of a European competition culture in order to effectively impose the social market economy.
0			Cohesion policy must be further strengthened, as a Europe totally indifferent to the standard of living of its regions can not be reliable or viable.	Cohesion policy needs to be strengthened further because a Europe which totally disregards the standard of living in its regions can neither be reliable or viable.
1			I am thinking of research and technological development, staffing and infrastructure quality, the potential of human resources, small and medium-sized enterprises, and direct investment from abroad.	I am thinking of technological research and development, staffing and quality of infrastructure, the potential of human resources, small and medium-sized enterprises, and direct investment from abroad.
1			Mr President, with your permission, I would first like to congratulate you for the diligence you have shown in taking the presidency to chair this debate.	Mr President, with your permission, I would first like to congratulate you for the diligence you have shown in taking over the presidency in this debate.
1			To better achieve the objectives of these policies, it is essential to coordinate and organize them on the basis of well-developed and intelligent guidelines, I would say.	To better achieve the objectives of these policies, it is essential to coordinate and organize them on the basis of well-developed and clever guidelines, I would say.
1			The White Paper claims to solve these problems, which is why we support the proposals it contains.	The White Paper claims to solve these problems, which is why we support the proposals it contains.
1			But I also want to say that President Prodi has started a new debate with Parliament, as Mr Barón has pointed out, in addition to the annual debate on the Commission's legislative program, in the direction of action for the next period five years, that is, for this Parliament.	But I would also like to make it very clear that President Prodi has engaged with Parliament to set up a new debate, as Mr Barón has pointed out, in addition to the annual debate on the legislative program of the Commission, on the main lines of action for the next five-year period, that is to say for this legislature.
0			As an islander, however, I would like to express my dissatisfaction at the lack of recognition of island development.	As an islander, however, I would like to express my dissatisfaction at the lack of recognition of island development.
0			I remember what Portugal and Greece were like when I crossed these countries for the first time twenty-five years ago.	I remember what Portugal and Greece used to be like when I drove through those countries for the first time twenty-five years ago.
0			It is also legitimate that there are inter-company agreements and voluntary restraint agreements, because all these agreements make it possible to reduce the harmful effects of competition on social or ecological requirements.	It is also legitimate for there to be inter-company agreements and voluntary restraint agreements, since all these agreements make it possible to reduce the detrimental effects of competition on social or ecological requirements.
0			I am particularly in favor of an amendment proposed by my group in paragraph 10 to ensure an appropriate level of private sector involvement in project planning and implementation.	I am particularly in favour of a proposed amendment tabled by my Group to paragraph 10, to ensure an appropriate level of private sector involvement in the planning and implementation of the projects.
1			Why should EU arms producers get rich on the backs of innocent people?	Why should EU arms producers get rich on the backs of innocent people?
1			Without this, convergence and cohesion will unfortunately remain for us only words and it is to be feared that the structural policy pursued in our regions, despite the large sums committed, will lead to failure.	Without this, convergence and cohesion will unfortunately remain for us only words and it is to be feared that the structural policy pursued in our regions, despite the large sums committed, will result in failure.
0			Poverty and wealth depended more on livelihoods.	Poverty and wealth used to depend more on means of livelihood.
1			They should avoid creating additional layers of bureaucracy and paperwork.	They should avoid creating additional layers of bureaucracy and paperwork.
0			I want to say that we have the greatest trust and respect for Commissioner Monti.	I should like to make it clear that we have the greatest confidence in and respect for Commissioner Monti.
1			That said, various amendments to the rapporteur's initial draft were adopted in committee, stressing in particular the need for an effective refund of aid deemed illegal and the establishment of a list of results.	This being the case, various amendments to the rapporteur's initial draft were adopted in committee, in particular stressing the need for an effective refund of aid deemed illegal and the establishment of a list of results.
1			If we look at the situation of security advisers, since January 1, in some countries, companies need such advisor.	If we look at the situation of security advisers, since January 1, in some countries, companies need to have such advisor.
1			They should avoid modifying project development priorities and policies in the medium term, as this inevitably leads to delays and partial expenditure of available funds, especially in view of the new budgetary requirements.	They should avoid mid-term change in project development priorities and policies, as this inevitably leads to delays and only a partial expenditure of available funds, especially in the light of new budgetary requirements.
1			Our response to such disasters must be prevention, and the draft directive submitted to us allows us to create an important foundation for having well-trained security officers and, at the same time, do what needs to be done.   to be finished.	Our response to such disasters must be prevention, and the draft directive submitted to us allows us to create an important basis for having well-trained security officers and, at the same time, to do what needs to be done. be done.
0			In order to achieve these goals more quickly and effectively, we believe that those who create jobs, true entrepreneurs and those who truly guarantee new sources of employment, that is, people must participate in this initiative.	In order to achieve a more rapid and efficient boost for attaining these objectives, we think that those who generate employment, the real entrepreneurs and those who really guarantee new sources of employment, that is, businesspeople, must participate in this initiative.
0			In any case, I have noted your wish to include in the report the following points: the definition, compilation and analysis of representative indicators for the region and for all the countries of central and eastern Europe. Eastern; a chapter on the more remote islands and regions that many of you mentioned, including Ms. Sudre and Mr. Fruteau; analyzes on the competitiveness of the regions of central and eastern European countries. This will be a big challenge for all of us, for you and for the Commission, over the next few years.    	In any event, I have taken note of your wish to see the following points included in the report: the definition, compilation and analysis of representative indicators for the region and for all the countries of Central and Eastern Europe; a chapter on the islands and most remote regions which several of you mentioned, particularly Mrs Sudre and Mr Fruteau; analyses on the competitiveness of the regions in the countries of Central and Eastern Europe. This will constitute a great challenge to us all, for you and for the Commission, in the next few years.
1			The Commission considered that the practical implementation of the control of this prohibition was not satisfactory: let us say right away that we approve.	The Commission considered that the practical implementation of the control of this ban was unsatisfactory: let us say right away that we approve.
1			Mr President, by definition, a white paper should not be taken or left behind, it is intended to elicit reactions.	Mr President, by definition, a White Paper is not to be taken or left, but is intended to elicit reactions.
0			The amendment of the Directive on today's agenda therefore does not affect the existing harmonization of the transport of dangerous goods in the Community.	The amendment to the directive on today's agenda does not therefore affect the existing harmonisation of the transport of dangerous goods in the Community.
1			This point is of extreme importance.	This point is of extreme importance.
1			This directive contributes to this.	This directive contributes to this.
1			By that I mean an attitude, the fact that the human being wishes to move forward in his life, whether he is a worker, a business owner or a civil servant.	By that I mean an attitude, the fact that the human being wants to go ahead in his life, whether he is a worker, the owner of a company or a civil servant.
0			A moment ago, Mr. Vatanen talked about lower temperatures, not 20 degrees below zero, but 40 degrees below zero.	A moment ago, Mr Vatanen spoke to us of lower temperatures, not of 20 degrees below zero, but of 40 degrees below zero.
1			There must be internal coherence in the Commission's guidelines, while respecting the local specificities and regional aspects of the Commission's programs.	There must be internal coherence in the direction of the Commission, while respecting the local specificities and regional aspects of the Commission's programs.
0			This is why the guidelines are presented according to thematic priorities, since they have to be taken into account, for each of the objectives, to different degrees, depending on the specific situation of each Member State and each region.	These are the reasons why the guidelines are presented according to thematic priorities, since they must be taken into consideration, under each of the objectives, to different extents in accordance with the specific situations of each of the Member States and regions.
1			We really should not be content to change European law in the direction of greater security.	We really should not be content with changing European law towards greater security.
1			In addition, the emphasis is on the need for greater transparency.	In addition, the need for greater transparency is emphasized.
0			One of the very recent people murdered in Sri Lanka was Mr. Kumar Ponnambalam, who had visited the European Parliament only a few months ago.	One of the people assassinated very recently in Sri Lanka was Mr Kumar Ponnambalam, who had visited the European Parliament just a few months ago.
0			The internal market is the basis of our work.	The internal market is the basis for our work.
1			But such a system can not work. This can only work through this association.   	But such a system can not work. It can only work by this association.
1			We should leave the door open for the creation of a European cartel office, which we will certainly discuss in the future.	We should leave the door open for the creation of a European Cartels Office, which we will certainly be discussing in the future.
1			Member of Parliament, we still need growth and we are not generally in a period of stagnation or recession, as was the case in the past.	It is still necessary, Mr the Member of Parliament, that there be growth and that we are not globally in a period of stagnation or recession as was the case in the past.
1			It must be taken into account that rural areas represent almost four-fifths of the territory of the European Union.	It must be taken into account that rural areas represent almost four-fifths of the territory of the European Union.
0			This is my first point about politics.	This is my first point regarding the policy.
0			We turn to him to destroy the cartels.	We look to him as the man to root out cartels.
1			I will also submit the problem to the College of Quaestors and I am sure that our Quaestors will have to ensure that we comply with the regulations we have actually voted.	I will also submit the problem to the College of Quaestors and I am sure that our Quaestors will have to make sure that we respect the regulations that we in fact vote.
1			The report itself is a good intention, but as it often happens when we discuss these topics, it lacks clarity about its purpose and provides a solid basis for its operation.	The report itself is a good intention, but as often happens when we deal with these topics, there is a lack of clarity as to its purpose and a solid basis for its operation.
0			We will now hear Mr. Wurtz oppose this request.	We shall now hear Mr Wurtz speaking against this request.
1			It would be useful to note in the minutes of Parliament how people perceive what we have done, in the light of their own political analysis.	It would be useful to record in Parliament's minutes how people perceive what we have done, in the light of their own political analysis.
0			Because of the elections to the European Parliament that took place on or about that date, the Parliament was only able to review these guidelines after the final adoption of the text in July 1999.	Due to the elections to the European Parliament taking place around this time, however, Parliament was not able to undertake its examination of these guidelines until after the text had been definitively adopted, in July 1999.
1			In view of the articles published in the press last Friday, I believe that the Commission and its President have shown commendable dedication in their public comments.	In view of the articles published in the press last Friday, I believe that the Commission and its President have shown commendable dedication in their public comments.
0			The EU really deserves such a gesture, but the differences between rich and poor areas within countries are still too great.	The EU really deserves such a gesture, but differences between rich and poor areas within countries are still too great.
0			Madam President, can you tell me why this Parliament does not adhere to the health and safety legislation that it has actually adopted?	Madam President, can you tell me why this Parliament does not adhere to the health and safety legislation that it actually passes?
0			This clearly shows that the four beneficiary countries of the Cohesion Fund, among others, are at the top of the list.	This clearly shows that it is the four countries which benefit from the Cohesion Fund, among other things, which come at the top of the list.
0			Of course, we accept this amendment - it is absolutely right - and I believe that we should incorporate specific circumstances that demonstrate the climate diversity of the European Union, sometimes taking the form of specificities and concrete requirements for the establishment of standards and characterizations. of a technical nature.	Of course, we accept that amendment - it is absolutely right - and I believe that we should incorporate specific circumstances which demonstrate the climatic diversity of the European Union, which sometimes take the form of specifics and of concrete requirements for the establishment of standards and characterisations of a technical nature.
0			We are faced with a serious situation in which, in the European Union, there is today a real link between unemployment and poverty, as evidenced by the very worrying fact that unemployment has averaged 23.7% In the most affected regions, regions where it also occurs To be poor areas, while in the 25 regions least affected by unemployment, corresponding to the richest areas, unemployment represents only 4%.	We have a serious situation in which in the European Union today, there is a genuine link between unemployment and poverty, as demonstrated by the very worrying fact that unemployment has reached, on average, 23.7% in the regions worst affected, regions which also happen to be poor areas, whilst in the 25 regions with the lowest unemployment, corresponding to the richer areas, unemployment stands at just 4%.
0			The rich areas were those where there were jobs in the industry, but today these areas may have become a burden and may even be poor, which means that we also need to invest in new areas of the economy. industry such as electronic production, as I could call it and the production of services, because these are the industries of the future.	The rich areas were those where there were jobs in industry, but today those areas might have become a burden, and they may well be poor, meaning we also have to invest in new sectors of industry such as electronic production, as I might call it, and the production of services, because they are the industries of the future.
0			Although urban renewal in our cities is very important, we must always strike a balance in our policies between promoting rural development and improving the lives of city dwellers.	While urban renewal in our cities is very important we must always strike a balance in our policies between promoting rural development and improving the lives of city dwellers.
0			Mr President, Commissioner, the guidelines are intended to help Member States to achieve the reform objectives contained in the programs.	Mr President, Commissioner, the guidelines are intended to help steer the Member States towards achieving the reform objectives contained in the programmes.
0			Mr President, Commissioner, ladies and gentlemen, the report that I have the opportunity to present to you today is an opinion on the Commission's annual report on State aid in the European Union. and for which the Community is authorized under Articles. 87, 88 and 89 of the Treaties.	Mr President, Commissioner, ladies and gentlemen, the report which I have the opportunity to propose to you today is an opinion on the Commission' s Annual Report on the state aid in force within the European Union and for which the Community is authorised under Articles 87, 88 and 89 of the Treaties.
1			As far as taxation, state aids, structural funds and the defense of our traditional productions are concerned, it is urgent to imagine concrete measures of boldness and ambition.	Regarding taxation, state aid, structural funds, defense of our traditional productions it is urgent to imagine concrete measures marked by daring and ambition.
0			You will tell me that situations of growth or scarcity do not concern everyone.	You will tell me that situations of growth or shortage do not affect everyone alike.
0			I would also like to ask the Commission whether an analysis of the implications of this change for businesses has been undertaken: a cost-benefit analysis of the kind that is becoming a much more European policy.	I would also ask the Commission whether an analysis has been undertaken of the implications of this change for business: a cost-benefit analysis of the sort that is now becoming so much more European policy.
0			But, Madam President, my personal request has not been satisfied.	But, Madam President, my personal request has not been met.
0			Should not we discuss this issue?	Should we not be discussing this issue?
1			That's what gave us the idea of ​​proposing the same table for state aid.	This is what gave us the idea of ​​proposing the same table for state aid.
0			We are therefore waiting for and awaiting the proposals of the European Commission in this area.	We therefore await, and I await, the European Commission' s proposals on this matter.
0			The second priority, which many of you have emphasized, Mr Puerta in particular, but there are others, not that I mention them in any order of priority, is the strengthening of social cohesion and employment, especially resources much more than in the past.	The second priority, which several of you have stressed, Mr Puerta in particular, but there were others, not that I am mentioning them in any order of priority, is the strengthening of social cohesion and of employment, particularly by raising the profile of human resources far more so than in the past.
0			To be effective, it must be well anchored in the national authorities of the Member States.	In order to be effective, it must be well anchored in the Member States' national authorities.
0			Key EU programs between 1989, 1993, 1994 and 1999 have certainly contributed to improving the economic competitiveness of peripheral countries and Objective 1 regions within Europe.	Key EU programmes between 1989, 1993, 1994 and 1999 have certainly helped to improve the economic competitiveness of peripheral countries and Objective 1 regions within Europe.
1			We are here facing an exciting debate.	We are here facing a rather exciting debate.
0			But if this happens during renationalization, we will have here a patchwork of competition policy.	But if this takes place in the course of renationalisation then what we will have here is a patchwork quilt of competition policy.
0			This week we will hold a debate on the safety of maritime transport in the light of the Erika disaster. During this year, we will need to review our objectives for airline safety.	This week we will be holding a debate here on the safety of sea transport, in light of the Erika disaster, and in the course of this year we will have to discuss our objectives in terms of the safety of air transport.
